Site_Index	Location	USGS_ID	County	Basin	Aquifer	Purpose	Casing	Diameter	Measuring_Point_Elev_NVGD29	Land_Surface_Elev_NVGD29	Measuring_Point_Elev_NAVD88	Land_Surface_Elev_NAVD88	Elev_Type	Date_Drilled	Total_Depth	Bedrock_Depth	Top_Screen	Bottom_Screen	Longitude	Latitude	Coord_Type
6326	14605904DCC		Griggs	Sheyenne River	Undefined	Domestic Well	Unknown	36	N/A	N/A	N/A	N/A	 	1948-01-01	0	0	0	40	-98.186509	47.486905	Calculated
19028	14605917BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A	DEM - Lidar	1970-10-23	60	33	0	0	-98.218727	47.470601	Calculated
6327	14605922BCC		Griggs	Sheyenne River	Undefined	Domestic Well	Unknown	0	N/A	N/A	N/A	N/A	 		0	0	0	28	-98.175901	47.450638	Calculated
6328	14606001BCC		Griggs	Sheyenne River	Spiritwood	Domestic Well	Unknown	36	N/A	N/A	N/A	N/A	 	1960-01-01	0	0	0	22	-98.263915	47.494048	Calculated
19769	14606005CBD		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	16	1475	1475	1476.15	1476.15	Topographic Map	1993-04-30	253	0	201	241	-98.348053	47.491322	Digitized - Heads Up
6329	14606008BBB1		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1466.95	1466.48	1468.1000000000001	1467.63	Survey 0.01 ft	1972-05-02	330	317	276	282	-98.349293	47.484957	Calculated
6330	14606008BBB2		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1467.25	1466.48	1468.4	1467.63	Survey 0.01 ft	1972-05-02	182	0	176	182	-98.349293	47.484957	Calculated
6331	14606008CCD		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1463.29	1461.4299999999998	1464.44	1462.58	Global Position Survey	1970-10-22	300	287	197	203	-98.346611	47.472266	Calculated
6332	14606009CCC		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1460.75	1459.67	1461.89	1460.8100000000002	Survey 0.01 ft	1972-04-27	280	257	222	228	-98.327291	47.471501	Digitized - Heads Up
6333	14606010DDD		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1461.45	1459.47	1462.5800000000002	1460.6000000000001	Survey 0.01 ft	1972-09-27	140	123	97	103	-98.287926	47.472278	Calculated
19029	14606013AAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A	DEM - Lidar	1971-08-31	260	240	0	0	-98.244982	47.470501	Calculated
34236	14606013CCD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		2007-09-13	220	0	0	0	-98.261067	47.45778	Calculated
6334	14606014AAA		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1456.2	1453.95	1457.3400000000001	1455.0900000000001	Survey 0.01 ft	1970-10-22	260	248	127	130	-98.265245	47.471171	Digitized - Heads Up
6335	14606016AAA		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1457.8	1455.77	1458.94	1456.91	Survey 0.01 ft	1970-10-22	240	228	177	180	-98.308605	47.4707	Digitized - Heads Up
19764	14606016CCD		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1450	1450	1451.14	1451.14	Topographic Map	1990-10-13	220	0	187	207	-98.325257	47.45782	Calculated
6336	14606017ABB		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1461.74	1459.7	1462.88	1460.8400000000001	Survey 0.01 ft	1972-05-03	310	295	177	183	-98.338619	47.470436	Calculated
6337	14606017ABC1		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1455	1455	1456.14	1456.14	Topographic Map	1972-05-04	320	297	197	203	-98.338616	47.468631	Calculated
6338	14606017ABC2		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1455	1455	1456.14	1456.14	Topographic Map	1972-05-04	320	294	196	202	-98.338616	47.468631	Calculated
6339	14606017ABC3		Griggs	Sheyenne River	Spiritwood	Observation Well		1	1455	1455	1456.14	1456.14	Topographic Map	1972-05-04	320	296	277	283	-98.338616	47.468631	Calculated
6340	14606017ABC4		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A	 	1972-05-05	240	0	0	0	-98.338616	47.468631	Calculated
6341	14606017ABC5		Griggs	Sheyenne River	Spiritwood	Production Well - Plugged	Unknown	12	1455	1454.9	1456.14	1456.0400000000002	Survey 0.1 ft	1972-07-01	245	0	198	244	-98.338616	47.468631	Calculated
19030	14606018BBA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1972-09-27	260	234	0	0	-98.367675	47.470488	Calculated
19031	14606018BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.15	1456.85	0	1458	Derived from NED	1972-09-27	60	0	0	0	-98.370315	47.47049	Calculated
6342	14606018CCA		Griggs	Sheyenne River	Spiritwood	Test Well		2.5	1465	1465	1466.15	1466.15	Topographic Map	1963-10-01	220	215	200	210	-98.367613	47.459633	Calculated
6343	14606019DBD		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1455.5	1455	1456.65	1456.15	Topographic Map	1973-09-15	200	0	171	196	-98.357093	47.446948	Calculated
6344	14606022DCC		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	1.25	1450.26	1448.91	1451.39	1450.0400000000002	Survey 0.01 ft	1983-08-09	280	0	198	203	-98.295783	47.443265	Calculated
6345	14606022DDD		Griggs	Sheyenne River	Spiritwood	Domestic Well	Unknown	0	N/A	N/A	N/A	N/A	 	1945-01-01	0	0	0	15	-98.287728	47.443261	Calculated
130935	14606024ABB		Griggs	Sheyenne River	Spiritwood	Observation Well - PRESENS	PVC	2	1461.08	1458.55	1462.22	1459.69	Global Position Survey	2019-09-23	220	0	200	205	-98.254346	47.45674	GPS - Surveyed
34234	14606024ACC		Griggs	Sheyenne River	Spiritwood	Test Well	PVC	5	1458.83	1456.35	1459.98	1457.5	Global Position Survey	2007-09-13	170	0	140	170	-98.254223	47.449661	GPS - Surveyed
131332	14606024ACC2		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	0	0	1.15	1.15		2012-08-07	170	0	150	170	-98.25417	47.449679	Digitized - Heads Up
34235	14606024CAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole		0	N/A	N/A	N/A	N/A	Topographic Map	2007-09-13	260	243	0	0	-98.255682	47.448697	Calculated
6347	14606030AAD1		Griggs	Sheyenne River	Spiritwood	Domestic Well	Steel	24	N/A	N/A	N/A	N/A	Topographic Map	1973-11-03	34	0	28	34	-98.351832	47.439689	Calculated
129091	14606030ABB		Griggs	Devils Lake Basin	Spiritwood	Test Hole		0	-1.15	1450.1	0	1451.25	DEM - Lidar	2014-11-06	193	0	0	0	-98.359095	47.442244	Digitized - Heads Up
129089	14606030ABB2		Griggs	Devils Lake Basin	Spiritwood	Observation Well - PRESENS	PVC	2	1452.5	1449.84	1453.65	1450.99	Global Position Survey	2014-11-06	196	0	175	180	-98.35906	47.44224	GPS - Handheld
129933	14606102BBB		Griggs	Sheyenne River	Spiritwood	Observation Well - PRESENS	PVC	2	1472.01	1469.33	1473.17	1470.49	Global Position Survey	2016-09-07	260	203	147	152	-98.414196	47.500348	GPS - Surveyed
129934	14606102BBB2		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	2	1471.79	1469.35	1472.95	1470.51	Global Position Survey	2016-09-13	74	0	67	72	-98.414131	47.50035	GPS - Surveyed
130013	14606102BCC		Griggs	Sheyenne River	Spiritwood	Test Hole	None	0	-1.16	1467.84	0	1469	Derived from NED	2016-09-13	203	201	0	0	-98.412864	47.493339	GPS - Handheld
6353	14606102DCC		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1460	1460	1461.16	1461.16	Topographic Map	1970-10-21	220	220	187	193	-98.402477	47.486789	Calculated
130805	14606102DDC		Griggs	Sheyenne River	Spiritwood	Domestic Well	Plastic	5	-1.16	1463.84	0	1465	Derived from NED	1978-08-16	140	0	120	140	-98.397099	47.486803	Calculated
130804	14606103ADD		Griggs	Sheyenne River	Spiritwood	Domestic Well	Plastic	4	-1.16	1468.84	0	1470	Derived from NED	2017-11-10	80	0	70	80	-98.415803	47.494022	Calculated
19033	14606104BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A	Topographic Map	1971-08-20	260	218	0	0	-98.455972	47.499448	Calculated
129444	14606105A		Griggs	Sheyenne River	Spiritwood	Stock Well		4	-1.17	1464.83	0	1466	Derived from NED	1975-05-07	194	0	189	194	-98.462603	47.496745	Calculated
6354	14606106CCB		Griggs	Sheyenne River	Undefined	Domestic Well	Unknown	5	N/A	N/A	N/A	N/A	 	1964-01-01	0	0	0	200	-98.498521	47.488641	Calculated
19034	14606107CCC		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1971-08-20	120	60	0	0	-98.498483	47.472385	Calculated
19035	14606107DDD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1460	1.17	1461.17	Topographic Map	1970-10-22	120	110	0	0	-98.479886	47.472387	Calculated
19036	14606108BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.17	1474.83	0	1476	Derived from NED	1971-08-20	140	104	0	0	-98.477173	47.485009	Calculated
6355	14606108DDD	472820098273001	Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	1.25	1455.55	1454	1456.72	1455.17	Topographic Map	1971-08-19	200	148	128	131	-98.458501	47.472345	Calculated
6356	14606110AAA1		Griggs	Sheyenne River	Spiritwood	Observation Well - PRESENS	PVC	1.25	1466.77	1464.1299999999999	1467.93	1465.29	Global Position Survey	1979-07-13	220	198	189	192	-98.414613	47.484841	Digitized - Heads Up
6357	14606110AAA2		Griggs	Sheyenne River	Spiritwood	Observation Well - PRESENS	PVC	1.25	1466.09	1464.35	1467.25	1465.51	Global Position Survey	1979-07-17	100	0	65	68	-98.414612	47.484872	Digitized - Heads Up
6358	14606110BAD		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1465.16	1465	1466.3200000000002	1466.16	Topographic Map	1974-08-09	193	0	53	103	-98.425189	47.482141	Digitized - Heads Up
6359	14606111CDD		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1454.01	1451.91	1455.17	1453.0700000000002	Survey 0.01 ft	1972-04-20	260	0	198	204	-98.405094	47.472305	Calculated
6360	14606112AAD		Griggs	Sheyenne River	Spiritwood	Observation Well - Plugged	PVC	1.25	1470.75	1468.1	1471.9	1469.25	Survey 0.01 ft	1979-06-28	280	251	208	211	-98.371688	47.482805	Digitized - Heads Up
129090	14606112ABB		Griggs	Devils Lake Basin	Spiritwood	Observation Well - PRESENS	PVC	2	1464.72	1462	1465.88	1463.16	Global Position Survey	2014-11-12	240	0	190	195	-98.380287	47.485798	GPS - Surveyed
6361	14606112CCC1	472820098232901	Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1462.26	1460.89	1463.42	1462.0500000000002	Survey 0.01 ft	1971-08-19	430	0	138	141	-98.391694	47.472352	Calculated
6362	14606112CCC2	472820098232902	Griggs	Sheyenne River	Spiritwood	Observation Well	Steel	1	1462.44	1460.75	1463.6000000000001	1461.91	Survey 0.01 ft	1971-09-02	550	0	478	487	-98.391694	47.472352	Calculated
6363	14606113CAC		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1459.8	1459.3	1460.96	1460.46	Topographic Map	1974-09-27	143	0	113	138	-98.386662	47.460566	Digitized - Heads Up
6364	14606114ADC		Griggs	Sheyenne River	Spiritwood	Domestic Well - Plugged	Unknown	3	1463	1463	1464.16	1464.16	Topographic Map	1963-09-30	120	0	92	99	-98.396996	47.465077	Calculated
129435	14606114BAA		Griggs	Sheyenne River	Spiritwood	Domestic Well		0	-1.16	1441.84	0	1443	Derived from NED	1993-07-27	177	0	0	0	-98.404957	47.4705	Calculated
6365	14606114BAB1		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1459	1457	1460.16	1458.16	Topographic Map	1972-04-19	300	245	172	178	-98.407657	47.470491	Calculated
6366	14606114BAB2		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1455	1453	1456.16	1454.16	Topographic Map	1972-04-20	240	217	208	214	-98.407657	47.470491	Calculated
129436	14606114DAA		Griggs	Sheyenne River	Spiritwood	Stock Well		4	-1.16	1456.84	0	1458	Derived from NED	2010-12-15	152	0	137	145	-98.394372	47.461008	Digitized - Heads Up
129437	14606114DDA		Griggs	Sheyenne River	Spiritwood	Domestic Well		0	-1.16	1454.84	0	1456	Derived from NED	1977-06-27	155	0	0	0	-98.394304	47.459623	Calculated
6367	14606115BBB		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1454.79	1452.75	1455.95	1453.91	Survey 0.01 ft	1970-10-21	200	172	137	140	-98.434479	47.470554	Calculated
129434	14606116DCD		Griggs	Sheyenne River	Spiritwood	Test Hole		0	-1.17	1453.83	0	1455	Derived from NED	1979-09-05	167	0	0	0	-98.442392	47.457871	Calculated
129433	14606117AA		Griggs	Sheyenne River	Spiritwood	Domestic Well		5	-1.17	1448.83	0	1450	Derived from NED	1980-07-08	107	0	93	107	-98.459801	47.469638	Calculated
6368	14606119CCC		Griggs	Sheyenne River	New Rockford	Observation Well - Destroyed	PVC	3	1476.44	1475	1477.6200000000001	1476.18	Topographic Map	1964-07-09	252	231	180	220	-98.498292	47.443388	Calculated
6369	14606120CDD		Griggs	Sheyenne River	New Rockford	Stock Well	Unknown	5	N/A	N/A	N/A	N/A	 	1956-01-01	0	0	0	50	-98.469036	47.44337	Calculated
6370	14606122BCC		Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1454.1999999999998	1451.6	1455.37	1452.77	Global Position Survey	1970-10-21	200	175	147	150	-98.435586	47.44988	GPS - Surveyed
6371	14606124BAC		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1456.2	1456.2	1457.3600000000001	1457.3600000000001	Topographic Map	1973-03-27	139	0	117	137	-98.387589	47.453213	Digitized - Heads Up
6372	14606124DDC		Griggs	Sheyenne River	Spiritwood	Observation Well - Plugged	ABS	1.25	1449.79	1447.05	1450.94	1448.2	Global Position Survey	1974-09-23	200	186	138	144	-98.374669	47.442693	GPS - Surveyed
6374	14606125BAC		Griggs	Sheyenne River	Spiritwood	Test Well	Unknown	2.5	1430	1430	1431.16	1431.16	Topographic Map	1963-09-28	175	168	137	144	-98.38615	47.439709	Calculated
17077	14606201DAA		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1477	1.17	1478.17	Topographic Map	1964-07-13	168	148	0	0	-98.501259	47.49225	Calculated
5765	14606207BBB		Foster	Sheyenne River	New Rockford	Domestic Well	Unknown	5	N/A	N/A	N/A	N/A	 	1942-01-01	143	0	0	143	-98.626519	47.485097	Calculated
17078	14606209BBB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1496	1.18	1497.18	Topographic Map	1963-08-09	68	53	0	0	-98.583937	47.484996	Calculated
17079	14606217DDD		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1503	1.19	1504.19	Topographic Map	1956-04-26	170	156	0	0	-98.586361	47.45789	Calculated
17080	14606220BBB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1502	1.19	1503.19	Topographic Map	1956-04-28	230	222	0	0	-98.605085	47.456076	Calculated
5766	14606221AAC		Foster	Sheyenne River	New Rockford	Municipal Well		4	N/A	N/A	N/A	N/A	 	1954-01-01	0	0	0	153	-98.567658	47.454251	Calculated
17081	14606222AAA		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1485	1.18	1486.18	Topographic Map	1956-04-20	235	228	0	0	-98.54372	47.456047	Calculated
25208	14606224AAA1		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1956-04-20	115	0	0	0	-98.501022	47.456013	Calculated
17082	14606224AAA2		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1474	1.18	1475.18	Topographic Map	1971-08-20	140	117	0	0	-98.501022	47.456013	Calculated
17083	14606224BBB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1484	1.18	1485.18	Topographic Map	1956-04-25	190	184	0	0	-98.51976	47.456029	Calculated
14614	14606226AAA		Foster	Sheyenne River	New Rockford	Observation Well	PVC	2	1484.1	1481.4199999999998	1485.28	1482.6	Global Position Survey	1992-06-03	240	233	158	163	-98.52133	47.44238	GPS - Surveyed
13675	14606227BBB		Foster	Sheyenne River	Eastman	Observation Well - Plugged	PVC	2	1492.32	1488.26	1493.51	1489.45	Global Position Survey	1991-11-04	220	211	158	163	-98.56327	47.44239	GPS - Surveyed
17084	14606304AAA		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1503	1.19	1504.19	Topographic Map	1964-07-14	263	254	0	0	-98.693347	47.499657	Calculated
5769	14606309CCD2		Foster	Sheyenne River	New Rockford	Stock Well	Unknown	4.5	1512	1512	1513.18	1513.18	Topographic Map		0	0	0	178	-98.709032	47.472505	Calculated
17085	14606310BBB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1508	1.19	1509.19	Topographic Map	1963-08-29	318	303	0	0	-98.690485	47.485	Calculated
25209	14606313BB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1953-03-10	3108	0	0	0	-98.646411	47.469645	Calculated
17086	14606313DDD		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1505	1.19	1506.19	Topographic Map	1956-04-30	200	193	0	0	-98.629178	47.457957	Calculated
5770	14606315ABA		Foster	Sheyenne River	New Rockford	Stock Well	Unknown	4	1501	1501	1502.19	1502.19	Topographic Map	1961-01-01	0	0	0	140	-98.67705	47.470519	Calculated
5772	14606401DCD		Foster	Sheyenne River	New Rockford	Domestic Well	Unknown	0	N/A	N/A	N/A	N/A	 	1936-01-01	0	0	0	182	-98.762316	47.487053	Calculated
21923	14606418CCD		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1513	1.23	1514.23	Topographic Map	1964-07-08	31.5	21	0	0	-98.87939	47.458042	Calculated
21924	14606422BBB		Foster	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1324	1.21	1325.21	Topographic Map	1956-04-23	244	0	0	0	-98.818074	47.456232	Calculated
5773	14606501CDD2		Foster	James River	Sand Sediments	Domestic Well	Unknown	6	1541	1541	1542.25	1542.25	Topographic Map		0	0	0	80	-98.89578	47.48698	Calculated
5774	14606524CBC		Foster	James River	Gravel Sediments	Domestic Well	Unknown	5.5	1531	1531	1532.23	1532.23	Topographic Map	1958-01-01	0	0	0	105	-98.903322	47.447124	Calculated
19047	14705903BCB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1400	1.17	1401.17	Topographic Map	1971-07-27	40	8	0	0	-98.1754	47.582695	Calculated
19049	14705909AAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1445	1.17	1446.17	Topographic Map	1971-07-26	100	88	0	0	-98.178148	47.571796	Calculated
19052	14705919BBA		Griggs	Sheyenne River	Undefined	Domestic Well	Unknown	0	1475	1475	1476.14	1476.14	Topographic Map	1965-01-26	60	0	0	0	-98.239431	47.542982	Calculated
19053	14705931BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.14	1470.86	0	1472	Derived from NED	1971-08-31	160	74	0	0	-98.242396	47.513957	Calculated
19054	14706001CCC		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1971-08-31	100	0	0	0	-98.264057	47.573683	Calculated
6393	14706001DAD1		Griggs	Sheyenne River	Undefined	Domestic Well	Unknown	36	N/A	N/A	N/A	N/A	 	1947-01-01	0	0	0	22	-98.245247	47.577316	Calculated
19055	14706007AAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1540	1.14	1541.14	Topographic Map	1971-08-24	160	127	0	0	-98.352266	47.571898	Calculated
19056	14706007CCC		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1507	1.14	1508.14	Topographic Map	1971-08-23	260	200	0	0	-98.370536	47.559123	Calculated
6394	14706007DDD	473333098210501	Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1518.1	1516.08	1519.24	1517.22	Survey 0.01 ft	1970-10-20	120	100	52	55	-98.352282	47.558998	Calculated
6395	14706008CAC		Griggs	Sheyenne River	Spiritwood	Municipal Well	Unknown	22	N/A	N/A	N/A	N/A	 	1955-01-01	32	0	0	0	-98.344329	47.562689	Calculated
130063	14706008CADB		Griggs	Sheyenne River	Spiritwood	Domestic Well		0	1535.8	1535	1536.94	1536.14			0	0	0	125	-98.342303	47.563151	Calculated
129447	14706008CBC		Griggs	Sheyenne River	Spiritwood	Municipal Well	Steel	12	-1.14	1522.86	0	1524	Derived from NED	1974-08-19	114	0	89	109	-98.349637	47.562692	Calculated
6396	14706008CDA		Griggs	Sheyenne River	Spiritwood	Municipal Well	Unknown	0	N/A	N/A	N/A	N/A	 		0	0	0	33	-98.341658	47.560861	Calculated
6397	14706009CCC		Griggs	Sheyenne River	Spiritwood	Observation Well - Plugged	ABS	1.25	1515.33	1513.63	1516.46	1514.7600000000002	Survey 0.01 ft	1971-08-24	200	182	157	160	-98.328228	47.559147	Calculated
19057	14706015AAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	N/A	N/A	N/A	N/A		1970-11-09	60	48	0	0	-98.288196	47.55736	Calculated
19058	14706017DCD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1500	1.14	1501.14	Topographic Map	1979-06-29	100	90	0	0	-98.336197	47.544724	Calculated
18429	14706018CCC		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1470	1.14	1471.14	Topographic Map	1995-10-24	240	234	0	0	-98.370523	47.544699	Calculated
19059	14706018CDD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1500	1.14	1501.14	Topographic Map	1979-07-10	180	162	0	0	-98.362724	47.544693	Calculated
19060	14706019DDD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1475	1.14	1476.14	Topographic Map	1979-07-09	70	63	0	0	-98.352206	47.530229	Calculated
19063	14706020BBB1		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1502	1.14	1503.14	Topographic Map	1977-06-29	76	0	0	0	-98.34957	47.542889	Calculated
19064	14706020BBB2		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1502	1.14	1503.14	Topographic Map	1979-07-09	100	86	0	0	-98.34957	47.542889	Calculated
19065	14706025CCD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.13	1447.87	0	1449	Derived from NED	1971-08-31	100	87	0	0	-98.261298	47.515706	Calculated
6398	14706026AAD		Griggs	Sheyenne River	Spiritwood	Domestic Well	Unknown	48	N/A	N/A	N/A	N/A	 	1934-01-01	0	0	0	47	-98.266632	47.526617	Calculated
19066	14706027DDD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.13	1448.87	0	1450	Derived from NED	1971-08-30	100	49	0	0	-98.288153	47.515783	Calculated
18430	14706030BBB		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1475	1.15	1476.15	Topographic Map	1995-10-24	246	236	0	0	-98.370488	47.528424	Calculated
18424	14706030CCC		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	2	1483.25	1480.81	1484.4	1481.96	Global Position Survey	1995-10-23	320	307	218	223	-98.371642	47.514929	GPS - Surveyed
6399	14706031ABB		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	1.25	1480	1480	1481.15	1481.15	Topographic Map	1972-05-03	280	231	216	222	-98.360116	47.513967	Calculated
18423	14706031CCC		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	2	1477.35	1475.4499999999998	1478.51	1476.61	Global Position Survey	1995-10-18	340	287	198	203	-98.37162	47.500608	GPS - Surveyed
19067	14706033CBC1		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1460	1.14	1461.14	Topographic Map	1979-06-28	60	0	0	0	-98.328143	47.50496	Calculated
19069	14706033CBC2		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1460	1.14	1461.14	Topographic Map	1979-06-28	160	142	0	0	-98.328143	47.50496	Calculated
129446	14706034BBB		Griggs	Sheyenne River	Spiritwood	Domestic Well	PVC	4	-1.14	1486.86	0	1488	Derived from NED	2010-11-20	50	0	42	50	-98.306754	47.51393	Calculated
6400	14706101CAC		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1522	1520	1523.15	1521.15	Topographic Map	1973-11-21	0	0	167	202	-98.386362	47.577271	Calculated
6401	14706101CCC	473425098232901	Griggs	Sheyenne River	Spiritwood	Observation Well	ABS	1.25	1522.61	1520.61	1523.76	1521.76	Survey 0.01 ft	1971-08-24	340	267	237	240	-98.392819	47.572918	Digitized - Other Base
6402	14706101DBD		Griggs	Sheyenne River	Spiritwood	Irrigation Well	Steel	12	1515	1515	1516.15	1516.15	Topographic Map	1973-11-17	262	0	132	162	-98.378361	47.577295	Calculated
6403	14706104DBB		Griggs	Sheyenne River	Spiritwood	Observation Well - Destroyed	PVC	1.25	1547	1545	1548.17	1546.17	Topographic Map	1979-07-24	240	218	206	209	-98.445355	47.579076	Calculated
6404	14706105BBB		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	1.25	1507	1505	1508.17	1506.17	Topographic Map	1970-10-20	240	217	197	203	-98.477442	47.586312	Calculated
19062	14706109DDD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	-1.16	1536.84	0	1538	Derived from NED	1971-08-27	360	330	0	0	-98.437238	47.559144	Calculated
6405	14706111ABD		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	1.25	1156.6	1155	1157.75	1156.15	Topographic Map	1976-08-02	360	341	258	278	-98.399693	47.569974	Calculated
18431	14706111CCD		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1480	1.15	1481.15	Topographic Map	1995-10-26	300	272	0	0	-98.410387	47.559133	Calculated
18428	14706111DDD		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	2	1528.55	1526.1399999999999	1529.7	1527.29	Global Position Survey	1995-10-26	140	133	128	133	-98.394314	47.55912	Calculated
18427	14706112DCC		Griggs	Sheyenne River	Spiritwood	Observation Well	PVC	2	1503.5	1501.1899999999998	1504.65	1502.34	Global Position Survey	1995-10-25	160	150	146	151	-98.383416	47.558421	GPS - Surveyed
18432	14706113AAA		Griggs	Sheyenne River	No Obs Well Installed	Test Hole	None	0	0	1505	1.14	1506.14	Topographic Map	1995-10-25	140	90	0	0	-98.373175	47.557285	Calculated
18425	14706113DAA1		Griggs	Sheyenne River	Spiritwood	Observation Well - PRESENS	PVC	2	1505.8	1503.6399999999999	1506.94	1504.78	Global Position Survey	1995-10-25	245	240	198	203	-98.372005	47.550796	Digitized - Heads Up
18426	14706113DAA2		Griggs	Sheyenne River	Sand Sediments	Observation Well - PRESENS	PVC	2	1505.56	1503.6499999999999	1506.7	1504.79	Global Position Survey	1995-10-25	40	0	28	33	-98.372003	47.550835	Digitized - Heads Up
